小区地址,所属区域,邮    编,环线位置,产权描述,物业类别,建筑年代,开 发 商,建筑结构,建筑类型,建筑面积,占地面积,房屋总数,楼栋总数,物业公司,绿 化 率,容 积 率,物业办公电话,物 业 费,附加信息,物业办公地点,本段合作编辑者
洪山区东湖新技术开发区马湖路2号,洪山区 新南湖,430072,二至中环,70年,住宅,2015年建成,保利（武汉）房地产开发有限公司,钢混框架结构,板楼,塔楼,板塔结合,1300000平方米,418885平方米,12316户,87栋,保利(武汉)物业管理公司,36%,1.50,87759036,1.80元/平米·月,高层物业1.8,小高层1.5,3期22栋,黄建挺 赵新亮 刘涛
洪山区雄楚大街428号,洪山区 卓刀泉,430070,二至中环,划拨土地70年,住宅,2003年建成,武汉洪山区房地产公司,钢筋混凝土、砖混,塔楼,66700平方米,624户,15栋,顺诚物业公司,36%,2.65,027-82741559,0.60元/平米·月,0.6元/平米·月,17栋楼下门面,彭元 陈文浴
洪山区洪山区广八路115号,洪山区 街道口,430070,内至二环,70年,住宅,2006年建成,武汉银海置业有限公司,钢筋混凝土,塔楼,143191平方米,26752平方米,1236户,5栋,中海物业管理（深圳）有限公司,35.80%,5.60,027-87661088,1.90元/平米·月,D座1楼
洪山区珞瑜路716号,洪山区 卓刀泉,430070,二至中环,70年,住宅,1993年建成,武汉华乐物业发展有限公司,钢筋混凝土,塔楼,60000平方米,27000平方米,632户,14栋,武汉华乐物业发展有限公司,30%,2.20,15342277919,0.80元/平米·月,华乐山庄5栋一楼
洪山区洪山区雄楚大街209号御景名门（图...,洪山区 街道口,430070,内至二环,70年,住宅,2008年建成,湖北金运置业有限公司,框架,塔楼,68325平方米,8438平方米,579户,3栋,金运物业管理有限公司,35%,5.81,027-87393388,1.80元/平米·月,2栋一楼
洪山区浅水湾路1号,洪山区 卓刀泉,430070,二至中环,2005/1/14至2075/1/14,住宅,2007年建成,武汉双环房地产开发有限公司,钢筋混凝土,塔楼,105510平方米,9620平方米,924户,7栋,保利物业管理有限公司,34.20%,2.50,87225488,1.30元/平米·月,小高层1.2元/平方米·月，高层1.3元/平...,正门进去右手边可见，有招牌,汪航 陈文浴
洪山区洪山区珞狮南路张吴村,洪山区 珞狮南路,430070,二至中环,2004/10/12至2074/10/13,住宅,2008年建成,澳新实业（武汉）有限公司,钢筋混凝土,塔楼,40834平方米,29902平方米,1825户,29栋,丰名物业,30%,2.99,87104505,1.10元/平米·月,0.5-0.8元/平米·月,西北门进去珞伽雅苑旁边,徐国立
洪山区白沙洲新城烽胜路36号,洪山区 白沙洲,430065,70年产权,住宅,2015年建成,佳兆业地产（武汉）有限公司,钢筋混凝土,板楼,塔楼,1821760平方米,62780平方米,1515户,12栋,佳兆业物业管理（深圳）有限公司武汉金域天下分公司,35%,2.45,2.20元/平米·月,2.2元/平米·月
洪山区石牌岭333号（石牌岭小学对面）,洪山区 街道口,430070,内至二环,该项目产权均为70年,住宅,2016年建成,仙桃天下地产开发有限公司,板楼,塔楼,48200平方米,15000平方米,826户,3栋,港联物业（武汉）有限公司,35%,3.10,1.90元/平方米·月,物业管理费均为1.9元/平方米·月
洪山区洪山区南湖大道珞狮路507号,洪山区 珞狮南路,430070,内至二环,70年产权,住宅,2005年建成,武汉佳和房地产开发公司,钢筋混凝土,板楼,200000平方米,200100平方米,280户,10栋,武汉佳诚物业管理有限公司,49%,2.60,027-85779977,1.30元/平米·月,1.3元/平方米,2号楼1楼
洪山区洪山区珞喻路1号,洪山区 街道口,430070,二至中环,70年,住宅,2004年建成,鹏程集团·武汉鹏顺置业有限公司,钢筋混凝土,塔楼,100000平方米,35714平方米,890户,3栋,加州阳光鹏程物业,32%,2.80,02782653005,1.60元/平米·月,A座1楼
洪山区武昌雄楚大街411号,洪山区 卓刀泉,430070,内环以内,70年,住宅,2006年建成,湖北昕阳房地产开发有限公司,钢筋混凝土,塔楼,37000平方米,4392平方米,338户,1栋,武汉万达物业管理有限公司,31%,1.79,027-87411666,1.60元/平米·月,1.50元/平方米·月,1楼大厅,孙世龙
洪山区卓刀泉路238号（地铁2号线杨家湾...,洪山区 卓刀泉,430079,内至二环,此项目产权为70年 公寓产权40年,住宅,2015年建成,武汉三金房地产开发有限公司,框架剪力墙结构,板楼,塔楼,107451平方米,18292平方米,797户,4栋,港联物业（武汉）分公司,31%,4.50,2.80元/平米·月,住宅物业管理费2.8元/平方米·月 公寓...
洪山区武大茶港八一路帅府对面,洪山区 街道口,430071,二至中环,70年产权,住宅,1988年建成,市政建设,钢筋混凝土,塔楼,12000平方米,5600平方米,402户,21栋,小区自主物业,33%,2.30,0.50元/平米·月,每平方每月收费0.5元
洪山区白沙五路特1号（武昌南·三环内·...,洪山区 白沙洲,430071,二至三环,1601#1602#为公寓，产权40年,住宅,2014年建成,武汉万科新里程房地产有限公司,框架结构,塔楼,101441平方米,18984平方米,1152户,1栋,武汉万科物业有限公司,30%,3.96,3.50元/平米·月,物业管理费3.5元/平方米·月
洪山区街道口珞狮南路147号,洪山区 街道口,430070,二至中环,70年,住宅,2010年建成,湖北阜城房地产开发有限公司,钢筋混凝土,塔楼,150000平方米,22300平方米,1469户,5栋,未来城科技孵化器物业集团有限公司,30%,5.37,87571389,2.20元/平米·月,C栋4楼,严凯
洪山区雄楚大街299-1号,洪山区 街道口,430070,二至中环,70年,住宅,2002年建成,市政建设,钢筋混凝土,塔楼,17500平方米,11986平方米,706户,22栋,街道管理处,34.60%,1.46,0.60元/平米·月,玉兰苑北区3栋3单元旁（业主委员会）
洪山区南湖大道与书城路交汇处,洪山区 新南湖,430070,70年,住宅,2013年建成,湖北广宏置业有限公司,框架,板楼,424113平方米,153588平方米,3128户,17栋,32%,2.60,0.80元/平米·月,住宅0.8元/平米·月，商铺2元/平米·月
洪山区狮子山街王家湾80号,洪山区 珞狮南路,430072,二至中环,该项目产权为70年,住宅,2013年建成,湖北国海房地产开发有限公司,钢筋混凝土,塔楼,91686平方米,29577平方米,590户,3栋,佳睦物业,36%,3.10,027-87228666,1.80元/平米·月,1.7元/平米·月,1栋对面1楼
洪山区洪珞村1号,洪山区 街道口,430070,二至中环,70年,住宅,1998年建成,市政建设,钢筋混凝土,塔楼,28300平方米,11991平方米,1936户,32栋,武汉小竹物业管理有限公司,35%,2.36,1.00元/平米·月
洪山区石牌岭东路（武汉理工大旁）,洪山区 街道口,430070,内至二环,该项目产权为70年,住宅,2015年建成,武汉泓江房屋建设有限公司,板楼,塔楼,200000平方米,43000平方米,1507户,9栋,武汉泓江房屋建设有限公司,35%,3.20,027-82962673,2.00元/平米·月,物业管理费2元/平方米·月,1栋1楼
洪山区武昌区徐东大街338号,洪山区 珞狮南路,430070,二至中环,70年产权,住宅,2005年建成,加豪房地产开发(湖北)有限公司,钢筋混凝土,塔楼,30000平方米,9990平方米,454户,3栋,36%,2.60,1.50元/平米·月,每平方每月收费1.5元
洪山区洪山区卓刀泉北路上（风光苑旁）,洪山区 卓刀泉,430079,内环以内,70年产权,住宅,2000年建成,砖混,板楼,614户,18栋,38.60%,1.87,0.55元/平米·月,0.55元/平米·月
洪山区卓刀泉南路119号,洪山区 卓刀泉,430064,内至二环,70年产权,住宅,2012年建成,武汉隆安置业有限公司,钢筋混凝土,塔楼,47222平方米,16207平方米,481户,4栋,30%,2.91,1.40元/平米·月,物业费1.4元/平米·月
洪山区雄楚大街352号,洪山区 街道口,430071,二至中环,70年产权,住宅,2002年建成,武汉源福房地产有限公司,钢筋混凝土,塔楼,66000平方米,28000平方米,468户,8栋,居安物业,38.41%,2.30,027-989458,1.50元/平米·月,物业费1.5元/平米·月,1栋1楼,刘雄
洪山区街道口兆富国际旁,洪山区 街道口,430070,二至中环,70,住宅,1998年建成,武汉房地产开发公司,钢筋混凝土,塔楼,336户,5栋,小区自主物业,32%,2.36,0.60元/平米·月,0.5-1元/平米·月
洪山区洪山区雄楚大道549,洪山区 卓刀泉,430070,中环以外,70年,住宅,2002年建成,武汉尚文房地产开发有限公司,钢筋混凝土,塔楼,74000平方米,35612平方米,456户,11栋,武汉尚文物业管理有限公司,38%,1.90,027-87452211,0.75元/平米·月,3栋1楼,刘俊莹
洪山区卓刀泉15号(华师东门空军司令部旁...,洪山区 卓刀泉,430070,二至中环,70年,住宅,2007年建成,湖北新凯房地产开发有限公司,钢筋混凝土,板楼,40626平方米,24886平方米,514户,12栋,武汉致高物业管理有限公司,42%,1.49,027-87313625,1.30元/平米·月,1.3元，小高层、多层0.8元,小区门口
洪山区珞瑜路333号（卓刀泉北路与珞瑜路...,洪山区 卓刀泉,430070,二至三环,70年,住宅,1999年建成,湖北天马置业有限责任公司,钢筋混凝土,板塔结合,21289平方米,14290平方米,280户,3栋,今天物业管理公司,39%,2.99,027-87878888,1.00元/平米·月,1.0元/平米·月,3栋1楼
洪山区珞瑜路20号,洪山区 街道口,430070,二至中环,70年产权,住宅,2005年建成,湖北阜华房地产开发有限公司,钢筋混凝土,塔楼,79000平方米,5700平方米,525户,1栋,武汉富辉物业管理有限公司,35%,14.00,027-87057289,1.20元/平米·月,家用1.2元/平米·月，商用1.8元/平米·...,C入口旁边
洪山区雄楚大道书城路7号,洪山区 珞狮南路,430070,3号楼和4号楼为公寓，LOFT产权40年；1#...,住宅,2014年建成,南兴房地产（武汉）有限公司,钢混结构,塔楼,115138平方米,30299平方米,1722户,6栋,湖北南方物业有限公司,35.10%,3.80,2.20元/平米·月,公寓3元 住宅2.2元
洪山区街道口珞狮北路武大正门附近,洪山区 街道口,430070,二至中环,70年,住宅,1996年建成,钢筋混凝土,塔楼,23000平方米,8214平方米,420户,6栋,33%,2.80,0.40元/平米·月
洪山区珞狮路188号（中百仓储背后）,洪山区 街道口,430070,二至中环,70年.,住宅,2002年建成,武汉正诚置业有限公司,钢筋混凝土.,板塔结合,86000平方米,42375平方米,846户,17栋,博文物业管理有限公司.,35%,2.02,027-87381687,0.50元/平米·月,小区北门旁边,翟斌
洪山区雄楚大街关西小区站,洪山区 卓刀泉,430070,二至中环,70年产权,住宅,2006年建成,钢筋混凝土,塔楼,35378平方米,16774平方米,388户,13栋,35%,2.43,027-51778886,0.80元/平米·月,物业费0.8元/平米·月,4栋旁边的一个低矮房子
洪山区桂元路84号,洪山区 街道口,430070,二至中环,70年产权,住宅,1997年建成,钢筋混凝土,塔楼,23800平方米,8206平方米,262户,6栋,32%,2.90,0.60元/平米·月,每平方每月收费0.6元
洪山区珞狮南路507号南湖半岛花园一期,洪山区 珞狮南路,430079,二至中环,70年,住宅,2005年建成,钢筋混凝土,塔楼,1043户,23栋,32%,2.60,1.50元/平米·月
洪山区街道口南村110号,洪山区 街道口,430070,二至中环,70年,住宅,2006年建成,武汉鹏大房地产开发有限公司,钢筋混凝土,塔楼,48293平方米,11025平方米,455户,3栋,武汉万里物业管理有限公司,37%,3.60,02787367895,1.40元/平米·月,2栋楼下
洪山区白沙洲大道56号,洪山区 白沙洲,430064,二至中环,经适房70年产权,住宅,2012年建成,武汉天地源房地产开发有限公司,钢筋混凝土,板塔结合,62871平方米,24806平方米,560户,4栋,武汉市卓盛物业管理有限公司,35%,2.49,1.80元/平米·月
洪山区洪山区珞狮路431号,洪山区 街道口,430070,二至中环,70年产权,住宅,2002年建成,武汉锦荣房地产开发有限公司,钢筋混凝土...,塔楼,30000平方米,722户,14栋,201307061053499671,42%,0.34,027-8729782,1.40元/平米·月,多层0.8元/平米·月，小高层1.2元/平米...,从珞狮路的大门（旁边有南国大家装）进...,王睿楠 彭元 翟斌 李丽
