1.80元/平米/月,别墅,武汉市福星惠誉物业管理有限公司,2,暂无数据,2014年,25547元/m²,30%(一般),湖北福星惠誉学府置业有限公司,暂无数据,暂无数据
暂无数据,别墅,暂无数据,暂无数据,暂无数据,2017年,77051元/m²,暂无数据,武汉华侨城实业发展有限公司,暂无数据,暂无数据
2.95元/平米/月,公寓,深圳金地物业有限公司,3.73,2000,2016年,24012元/m²,35%(一般),武汉金地普盈置业有限公司,暂无数据,暂无数据
2.80元/平米/月,公寓,毛坦港湾物业,暂无数据,400,暂无数据,9489元/m²,暂无数据,暂无数据,暂无数据,暂无数据
1.30元/平米/月,公寓,红旗欣居物业,暂无数据,暂无数据,2013年,11666元/m²,暂无数据,成功集团,暂无数据,暂无数据
2.55元/平米/月,公寓,华润置地(武汉)物业管理有限公司,3.03,1895,2015年,17582元/m²,35%(一般),华润置地(武汉)房地产有限公司,暂无数据,暂无数据
3.00元/平米/月,公寓,武汉市万科物业服务有限公司,4.57,1062,2015年,25229元/m²,30%(一般),武汉市万科房地产有限公司,暂无数据,暂无数据
2.40元/平米/月,公寓,保利(武汉)物业管理有限公司,3.52,1200,2013年,暂无,35%(一般),武汉保利康桥房地产开发有限公司,暂无数据,暂无数据
2.30元/㎡/月,公寓,武汉未来城物业管理有限公司,5.97,146,2012年,25301元/m²,35%(一般),中国水务地产集团湖北有限公司,45490m²,336户
1.56元/平米/月,暂无数据,武汉市九鸿园物业管理有限公司,暂无数据,900,2004年,14328元/m²,32%(一般),市政建设|省直房改办经济房发展中心,暂无数据,暂无数据
1.80元/平米/月,公寓,深圳市金地物业管理有限公司武汉分公司,1.58,1856,2014年,30084元/m²,30%(一般),武汉光谷农业开发有限责任公司,380000m²,1957户
1.00元/平米/月,公寓,杨春湖景苑物业,2.5,暂无数据,2010年,16731元/m²,30%(一般),暂无数据,暂无数据,暂无数据
2.60元/平米/月,公寓,武汉市万科物业服务有限公司,3.06,800,2010年,18368元/m²,35%(一般),武汉万科新里程房地产有限公司,暂无数据,暂无数据
0.80元/平米/月,公寓,暂无数据,1.27,暂无数据,1999年,17062元/m²,28%(一般),武汉东湖创业股份有限公司,暂无数据,暂无数据
0.60元/平米/月,公寓,街道管理处,2.89,暂无数据,2001年,18924元/m²,31%(一般),市政建设,42000m²,3462户
0.40元/平米/月,普通住宅,武汉市居安物业管理有限公司,2.5,1500,2002年,17533元/m²,25%(一般),城乡建设部,暂无数据,暂无数据
1.60元/平米/月,公寓,武汉新元物业管理有限公司,1.79,停车位:135,2007年,20706元/m²,30%(一般),湖北昕阳房地产开发有限公司,37000m²,351户
1.90元/平米/月,公寓,武汉今天物业有限责任公司,2.2,停车位:787,2014年,23038元/m²,45%(高),湖北天马置业有限责任公司,170000m²,844户
1.00元/平米/月,公寓,湖北金昌物业管理有限责任公司,1.2,地上临时停车位,1997年,19549元/m²,29%(一般),市政建设,暂无数据,暂无数据
1.80元/平米/月,公寓,保利物业管理公司,2.79,2100,2012年,26137元/m²,30%(一般),湖北保利投资有限公司,暂无数据,暂无数据
4.50元/平米/月,公寓,武汉诚诺物业管理有限公司,5.21,暂无数据,2019年,27956元/m²,35%(一般),湖北诚功房地产开发公司,暂无数据,暂无数据
1.00元/平米/月,公寓,武汉美宜居物业管理公司,9.62,暂无数据,暂无数据,19824元/m²,20%(一般),武汉市星盛达投资有限公司,暂无数据,暂无数据
1.85元/平米/月,公寓,浙江绿城物业管理有限公司,5,暂无数据,2008年,18937元/m²,35%(一般),武汉卧龙房地产开发有限公司,暂无数据,暂无数据
2.98元/平米/月,公寓,武汉中建房地产开发公司,4.57,暂无数据,2018年,22055元/m²,25%(一般),武汉菩提城置业有限公司,暂无数据,暂无数据
2.45元/平米/月,公寓,武汉新东原物业有限公司,4.37,暂无数据,2016年,19164元/m²,26%(一般),武汉虹丽置业管理有限公司,暂无数据,暂无数据
暂无数据,别墅,深圳华侨城物业服务有限公司,1.7,暂无数据,2013年,80000元/m²,36%(一般),武汉华侨城实业发展有限公司,暂无数据,暂无数据
暂无数据,别墅,深圳市华侨城物业服务有限公司武汉分公司,1.7,暂无数据,2013年,65914元/m²,36%(一般),武汉华侨城实业发展有限公司,暂无数据,暂无数据
1.60元/平米/月,别墅,碧桂园物业发展有限公司,0.57,暂无数据,2014年,23089元/m²,暂无数据,武汉生态城碧桂园投资有限公司,暂无数据,暂无数据
6.00元/平米/月,别墅,武汉联投泰格物业管理有限公司,0.72,暂无数据,2016年,40254元/m²,45%(高),武汉长江国际高尔夫俱乐部有限公司,暂无数据,暂无数据
1.00元/㎡/月,公寓,武汉市美好家园物业管理有限公司,4.13,暂无数据,2014年,19468元/m²,22%(一般),武汉南国洪创商业有限公司,暂无数据,暂无数据
2.90元/平米/月,公寓,深圳金地物业公司,4.08,2674,2017年,24048元/m²,31%(一般),武汉市地安君泰房地产开发有限公司,1170000m²,6631户
2.90元/平米/月,公寓,保利(武汉)物业管理有限公司,3.78,4006,2015年,27571元/m²,35%(一般),武汉保利金谷房地产开发有限公司,660100m²,3634户
1.98元/平米/月,公寓,武汉联投物业管理有限公司,1.09,1252,2017年,15991元/m²,35%(一般),武汉联投生态城房地产有限公司,暂无数据,暂无数据
2.00元/平米/月,公寓,武汉泓江房屋建设有限公司,3.2,1500,2015年,25714元/m²,35%(一般),武汉泓江房屋建设有限公司,200000m²,1479户
2.20元/平米/月,公寓,湖北南方物业有限公司,3.8,暂无数据,2014年,23431元/m²,35%(一般),南兴房地产(武汉)有限公司,115139m²,1478户
0.50元/平米/月,公寓,业主自管,暂无数据,10,1995年,17017元/m²,30%(一般),暂无数据,暂无数据,暂无数据
0.50元/㎡/月,公寓,武汉市宏伟物业管理有限公司,暂无数据,300,2004年,13709元/m²,暂无数据,暂无数据,暂无数据,暂无数据
1.80元/㎡/月,公寓,武汉市居安物业管理有限公司,3.4,55,2012年,11970元/m²,35%(一般),武汉新联伟业置业有限公司,15561m²,163户
暂无数据,公寓,业主自管,2.93,1289,2012年,16853元/m²,39%(一般),统建城市开发公司,785480m²,3000户
1.30元/平米/月,公寓,湖北武汉葛洲坝物业管理有限公司,1.92,暂无数据,2012年,20729元/m²,38%(一般),葛洲坝海集房地产开发有限公司,48245m²,2824户
1.50元/平米/月,公寓,深圳市中航物业管理有限公司,2.5,180,2015年,27154元/m²,41%(高),武汉长航三鼎置业有限公司,暂无数据,暂无数据
2.00元/平米/月,公寓,无,暂无数据,暂无数据,2009年,25500元/m²,暂无数据,暂无数据,暂无数据,暂无数据
1.60元/平米/月,公寓,武汉鑫源服务有限公司,暂无数据,暂无数据,2006年,9595元/m²,暂无数据,无,暂无数据,暂无数据
1.98元/平米/月,公寓,武汉市福星惠誉物业公司,3.7,暂无数据,2011年,21600元/m²,40%(高),武汉市福星惠誉房地产有限责任公司,314552m²,1948户
暂无数据,公寓,业主自管,暂无数据,暂无数据,2000年,14378元/m²,32%(一般),暂无数据,暂无数据,暂无数据
2.80元/平米/月,公寓,新世界康居物业,3,1920,2012年,29555元/m²,35%(一般),新世界发展（武汉）有限公司,520000m²,2471户
0.80元/㎡/月,公寓,中建三局建苑物业管理有限公司,暂无数据,地面停车位,1999年,17396元/m²,30%(一般),中建三局第三公司,暂无数据,暂无数据
1.30元/平米/月,公寓,华腾世纪物业管理公司,2.9,912,2008年,23131元/m²,26%(一般),中鄂联房地产有限公司,暂无数据,暂无数据
1.80元/平米/月,公寓,湖北成功物业管理公司,2.3,430,2009年,21344元/m²,35%(一般),武汉成功建工集团有限公司,31250m²,824户
0.40元/平米/月,公寓,业主自管,2.36,暂无数据,1990年,16476元/m²,33%(一般),市政建设,暂无数据,暂无数据
1.40元/平米/月,公寓,武汉和而贵物业管理有限公司,2.73,暂无数据,2012年,16935元/m²,39%(一般),统建城市开发公司,暂无数据,暂无数据
暂无数据,公寓,无,2.1,30,2005年,21759元/m²,33%(一般),暂无数据,暂无数据,暂无数据
暂无数据,公寓,武汉中建三局物业管理有限责任公司,暂无数据,停车位100个,2008年,18115元/m²,33%(一般),中建三局房地产开发有限公司,暂无数据,暂无数据
0.60元/平米/月,公寓,深圳金发物业管理有限公司,1.5,300,2002年,20632元/m²,35%(一般),武汉华城房地产开发有限公司,108000m²,1200户
0.60元/㎡/月,公寓,深圳华超物业管理公司,2.6,100,2003年,16961元/m²,38%(一般),武汉华乐物业发展有限公司,90000m²,暂无数据
0.90元/平米/月,公寓,武汉天鼎源物业服务有限公司,1.29,500,2000年,19946元/m²,40%(高),武汉学府房地产有限公司,170000m²,1266户
1.40元/平米/月,公寓,武汉新城物业管理有限公司,1.12,停车位:68个,2005年,21838元/m²,40%(高),武汉华中曙光软件园有限公司,28000m²,475户
1.60元/平米/月,公寓,加州阳光鹏程物业,2.8,地下二层,2004年,19748元/m²,32%(一般),鹏程集团·武汉鹏顺置业有限公司,100000m²,800户
1.80元/平米/月,公寓,香港戴德梁行物业管理有限公司,4.75,1:1.72,2006年,18392元/m²,10%(低),利嘉置业(武汉)公司,65342m²,1200户
1.80元/平米/月,公寓,金运物业管理有限公司,5.81,停车位:266个:其中地上17个，地下2,2008年,19044元/m²,35%(一般),湖北金运置业有限公司,68325m²,514户
1.20元/平米/月,公寓,紫菘物业,3.69,380,2006年,20839元/m²,49%(高),湖北建宏置业投资有限公司,100000m²,649户
0.56元/㎡/月,公寓,武汉同馨物业管理有限公司,3,80个,2001年,18259元/m²,32%(一般),武汉汇峰房地产开发有限公司,暂无数据,暂无数据
暂无数据,公寓,业主自管,3,地上临时停车位40个,2000年,21290元/m²,35%(一般),湖北建信房地产开发联营公司,25000m²,暂无数据
1.00元/平米/月,公寓,海南珠江物业酒店管理有限公司武汉分公司,1.7,800,暂无数据,27515元/m²,35%(一般),湖北珠江房地产开发有限公司,暂无数据,暂无数据
1.20元/平米/月,公寓,武汉嘉泰物业管理有限公司,2.03,停车位:130,2003年,16933元/m²,38%(一般),东湖新技术开发区发展总公司,41472m²,286户
1.20元/平米/月,公寓,金碧物业集团有限公司,2.02,地下864个;,2009年,29655元/m²,35%(一般),恒大地产集团武汉有限公司,470000m²,500户
1.70元/平米/月,公寓,武汉爱家物业管理有限公司,2.39,停车位:1：2,2012年,23979元/m²,40%(高),武汉高科房地产开发有限公司,700000m²,4500户
1.20元/平米/月,公寓,武汉华夏物业管理有限公司,2.18,停车位:700,2006年,20818元/m²,39%(一般),湖北现代城市建设发展集团有限公司,200000m²,1320户
2.20元/㎡/月,公寓,武汉光谷时代物业管理有限公司,7,暂无数据,2011年,13684元/m²,35%(一般),武汉新城置业,暂无数据,暂无数据
2.30元/㎡/月,公寓,武汉东湖高地物业管理有限公司,3.45,暂无数据,2017年,17434元/m²,36%(一般),湖北光霞房地产开发有限公司,暂无数据,暂无数据
2.90元/㎡/月,公寓,保利(武汉)物业管理有限公司,3.78,暂无数据,2018年,27778元/m²,35%(一般),武汉保利金谷房地产开发有限公司,暂无数据,暂无数据
暂无数据,别墅,暂无数据,暂无数据,暂无数据,暂无数据,25279元/m²,暂无数据,暂无数据,暂无数据,暂无数据
1.98元/平米/月,别墅,武汉联投物业管理有限公司,1.09,暂无数据,2017年,22580元/m²,35%(一般),武汉联投生态城房地产有限公司,暂无数据,暂无数据
0.50元/平米/月,别墅,武汉南湖物业管理有限公司,1.15,暂无数据,2006年,25115元/m²,30%(一般),武汉宝安房地产开发有限公司,暂无数据,暂无数据
2.00元/平米/月,别墅,保利(武汉)物业管理有限公司,3.02,暂无数据,2015年,41086元/m²,35%(一般),武汉林宇房地产开发有限公司,暂无数据,暂无数据
暂无数据,别墅,暂无数据,1.8,暂无数据,1998年,20080元/m²,32%(一般),市政建设,暂无数据,暂无数据
3.50元/㎡/月,公寓,武汉市万科物业有限公司,1.3,暂无数据,2017年,30851元/m²,38%(一般),武汉万科睿湖房地产有限公司,暂无数据,暂无数据
1.60元/平米/月,别墅,碧桂园物业发展有限公司,0.57,暂无数据,暂无数据,22903元/m²,暂无数据,武汉生态城碧桂园投资有限公司,暂无数据,暂无数据
2.35元/㎡/月,公寓,中海物业管理有限公司,3.49,暂无数据,2014年,34985元/m²,35%(一般),武汉银海置业有限公司,54605m²,467户
暂无数据,公寓,业主自管,暂无数据,暂无数据,2002年,16236元/m²,暂无数据,暂无数据,暂无数据,暂无数据
1.40元/平米/月,公寓,武汉融海房地产开发有限公司,3.8,300,2012年,22891元/m²,35%(一般),武汉融海房地产开发有限公司,55682m²,525户
2.00元/平米/月,公寓,武汉碧桂园物业有限公司,暂无数据,412,暂无数据,16256元/m²,暂无数据,武汉生态城碧桂园投资有限公司,280000m²,838户
1.00元/平米/月,公寓,佳兆业物业管理(深圳)有限公司,3.07,1000,2015年,18589元/m²,35%(一般),佳兆业地产(武汉)有限公司,暂无数据,暂无数据
1.30元/平米/月,公寓,武汉利加房地产开发有限公司,2.2,暂无数据,2012年,17993元/m²,37%(一般),武汉利加房地产开发有限公司,80457m²,661户
1.00元/平米/月,公寓,武汉市美好家园物业管理有限责任公司,2.76,560,2013年,20869元/m²,35%(一般),武汉南国置业股份有限公司,79360m²,860户
3.20元/平米/月,公寓,武汉金地物业管理有限公司,2.19,812,2013年,26229元/m²,40%(高),武汉市金地房地产开发有限公司,133300m²,1073户
2.30元/平米/月,公寓,武汉丽岛物业管理有限公司,2.8,1821,2015年,25892元/m²,35%(一般),武汉长航美湾置业有限公司,307539m²,1608户
2.00元/平米/月,公寓,维佳阳光物业管理有限公司,3.02,暂无数据,2014年,23327元/m²,30%(一般),武汉维佳置业有限责任公司,402904m²,1488户
1.80元/平米/月,公寓,武汉湘龙华置业有限公司,3.8,暂无数据,2012年,14173元/m²,36%(一般),武汉湘龙华置业有限公司,暂无数据,暂无数据
1.70元/平米/月,公寓,武汉招银物业有限公司,3.39,暂无数据,2014年,20566元/m²,38%(一般),武汉招银物业有限公司,暂无数据,暂无数据
1.00元/平米/月,公寓,无,暂无数据,暂无数据,2009年,17460元/m²,33%(一般),暂无数据,暂无数据,暂无数据
1.20元/平米/月,公寓,武汉三鑫物业管理有限公司,暂无数据,3000个,1998年,16750元/m²,暂无数据,武汉新八建筑集团有限公司,70m²,13578户
1.00元/平米/月,公寓,沙湖港湾物业,暂无数据,100,2009年,13367元/m²,30%(一般),暂无数据,暂无数据,暂无数据
1.80元/平米/月,公寓,武汉佳诚物业管理有限公司,4.98,130个,2012年,18616元/m²,39%(一般),武汉恒基永隆置业有限公司,28000m²,405户
1.30元/平米/月,公寓,武汉名星物业管理有限责任公司,3.6,200个,2011年,18044元/m²,28%(一般),武汉幸福村开发商有限公司,暂无数据,318户
暂无数据,公寓,暂无数据,暂无数据,暂无数据,1990年,21276元/m²,20%(一般),暂无数据,暂无数据,暂无数据
1.25元/平米/月,公寓,业主自管,1.82,800,2010年,15815元/m²,30%(一般),武汉城开房地产开发有限公司,暂无数据,暂无数据
1.20元/平米/月,公寓,武汉南湖重远物业服务有限公司,2.4,500个,2010年,11637元/m²,33%(一般),湖北成功房地产开发有限公司,217340m²,2570户
1.20元/平米/月,公寓,武汉东欣物业管理有限责任公司,1.51,100,2004年,16640元/m²,33%(一般),湖北海陆景置业发展有限公司,94489m²,1500户
1.80元/平米/月,暂无数据,武汉洪伟物业管理有限责任公司,2.9,345,2011年,22595元/m²,35%(一般),武汉洪发物业发展有限公司,暂无数据,暂无数据
暂无数据,公寓,业主自管,暂无数据,暂无数据,1996年,13584元/m²,30%(一般),暂无数据,暂无数据,暂无数据
0.60元/平米/月,普通住宅,业主自管,2.65,80,2002年,16336元/m²,33%(一般),暂无数据,暂无数据,暂无数据
1.60元/平米/月,公寓,武汉鼎城物业管理有限公司,暂无数据,760,2013年,11502元/m²,42%(高),暂无数据,暂无数据,暂无数据
0.00元/㎡/月,公寓,物业自管,2.63,暂无数据,2004年,16455元/m²,34%(一般),暂无数据,暂无数据,暂无数据
1.00元/平米/月,公寓,武汉紫菘物业服务有限公司,2.9,200,1998年,18259元/m²,33%(一般),武汉紫菘房地产建筑集团股份有限公司,15000m²,679户
1.70元/平米/月,公寓,武汉佳睦物业服务有限公司,2.4,342,2014年,19532元/m²,25%(一般),湖北国海房地产开发有限公司,300000m²,684户
暂无数据,公寓,保利(武汉)物业管理有限公司,暂无数据,3060,2015年,20872元/m²,37%(一般),保利（武汉）房地产开发有限公司,637316m²,5000户
暂无数据,公寓,业主自管,2.66,车位60个,1995年,19134元/m²,31%(一般),市政建设,暂无数据,暂无数据
1.00元/平米/月,公寓,武汉市逸城物业管理有限公司,2.6,30,1992年,9783元/m²,34%(一般),市政建设,暂无数据,暂无数据
暂无数据,公寓,华大家园物业,2.99,126个,2008年,18858元/m²,30%(一般),澳新实业(武汉)有限公司,29902m²,246户
0.70元/平米/月,公寓,业主自营,2.89,地上停车位100个,2005年,12674元/m²,30%(一般),市政建设,暂无数据,暂无数据
暂无数据,公寓,业主自管,2.1,无固定车位,1994年,17922元/m²,31%(一般),市政建设,200m²,200户
1.00元/平米/月,公寓,武汉富豪物业管理有限公司,2.3,地面停车位,1995年,18947元/m²,30%(一般),市政建设,46311m²,暂无数据
1.20元/平米/月,公寓,武汉江夏凯翔物业管理有限公司,2.3,地面50个,2000年,19520元/m²,33%(一般),武汉市江夏区宏远房地产开发有限公司,暂无数据,暂无数据
1.00元/平米/月,公寓,保利物业管理公司,4.02,1000,2004年,22428元/m²,42%(高),保利(武汉)房地产开发有限公司,暂无数据,暂无数据
1.20元/㎡/月,公寓,武汉名星物业管理有限公司,1.13,880,2014年,21357元/m²,60%(高),武汉市城市建设投资开发总公司,760000m²,700户
0.80元/㎡/月,公寓,深圳金地物业管理公司,1.6,停车位:地上280个，地下150个,2006年,21425元/m²,40%(高),武汉市洪华房地产开发公司,138755m²,1100户
1.50元/平米/月,公寓,武汉丽岛物业管理有限公司,1.25,540,2004年,23014元/m²,45%(高),联合置业(武汉)有限公司,147000m²,900户
1.80元/平米/月,公寓,武汉同瑞物业管理有限公司,6,61个,2005年,20290元/m²,40%(高),武汉洪顺房地产开发有限公司,100000m²,718户
0.80元/平米/月,公寓,武汉博文物业管理有限公司,2.3,停车位:250个,2002年,19503元/m²,40%(高),湖北城市建设发展公司阜华分公司,130759m²,932户
1.30元/平米/月,公寓,湖北创业人家物业公司,3.5,停车位:550个，其中地下：517个,2005年,18818元/m²,33%(一般),湖北创业人家置业发展有限公司,153162m²,1104户
1.80元/㎡/月,公寓,中海物业管理有限公司,5.6,停车位:500多个地下停车位,2006年,31929元/m²,35%(一般),武汉银海置业有限公司,暂无数据,700户
0.80元/平米/月,公寓,武汉市狮龙苑业主委员会,2.4,120,2001年,16153元/m²,20%(一般),湖北云顶房地产开发有限公司,31973m²,156户
0.60元/平米/月,公寓,武汉华乐物业发展有限公司,2.3,35,1993年,18333元/m²,30%(一般),武汉华乐物业发展有限公司,40000m²,360户
0.40元/㎡/月,公寓,武汉泰合物业管理有限公司,暂无数据,车位配比: 30,2003年,20009元/m²,40%(高),湖北华中地产发展有限公司,14000m²,150户
1.30元/平米/月,公寓,湖北新域置业有限公司,4.3,停车位:地上46、地下79,2007年,21614元/m²,35%(一般),湖北新域置业有限公司,44371m²,424户
1.70元/平米/月,公寓,武汉龙锦物业服务有限公司,3.89,1093,2010年,22086元/m²,35%(一般),湖北天地房地产开发有限公司,暂无数据,暂无数据
0.70元/平米/月,公寓,武汉市中泰物业管理有限公司,1.3,停车位:44,2002年,18110元/m²,24%(一般),武汉中泰房置业有限公司,14028m²,55户
0.60元/平米/月,公寓,武汉市城乡建设物业管理有限公司,3.6,1:2,2003年,17964元/m²,36%(一般),武汉市洪山后城乡建设开发总公司,279674m²,2000户
1.90元/平米/月,公寓,武汉佳诚物业管理有限公司,0.96,停车位: 100,2009年,18793元/m²,35%(一般),武汉佳和房地产开发有限公司,49636m²,320户
1.40元/平米/月,公寓,武汉万里物业管理有限公司,3.6,停车位:168,2006年,24213元/m²,37%(一般),武汉鹏程房地产开发有限公司,39680m²,507户
1.30元/平米/月,公寓,武汉市非凡物业管理有限公司,1.9,停车位:120多个,2003年,18153元/m²,57%(高),武汉南湖农业科技创业有限公司,48752m²,289户
1.20元/平米/月,公寓,武汉中建三局物业管理有限责任公司,2.47,停车位:地上205、地下380,2014年,20128元/m²,43%(高),武汉中建三局东湖月郡地产有限公司,269392m²,2337户
0.50元/平米/月,公寓,湖北威利房地产开发有限公司,3.5,停车位:120,2005年,19160元/m²,31%(一般),湖北威利房地产开发有限公司,75652m²,480户
1.50元/平米/月,公寓,丽岛物业,1.5,停车位:1：2中心地下车库及地面少量停车,2010年,25978元/m²,55%(高),武汉学府房地产有限公司,140000m²,1322户
1.80元/平米/月,公寓,湖北南方物业有限公司,2.4,2075个,2006年,25000元/m²,38%(一般),南益置业(武汉)有限公司,355166m²,2362户
1.50元/㎡/月,公寓,湖北武汉葛洲坝物业管理有限公司,1.93,913个,2010年,20162元/m²,40%(高),葛洲坝海集房地产开发有限公司,460000m²,1138户
